SERMON_SLUG,CITATION_RAW,CITATION,BOOK_SLUG,CHAPTER,VERSE,API_URL
1649-alard-hiobitische-truebsaell-als,Matt. 22,Matt 22,matthew,22,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/matthew/chapters/22.json
1649-alard-hiobitische-truebsaell-als,Amos. 6,Amos 6,amos,6,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/amos/chapters/6.json
1649-alard-hiobitische-truebsaell-als,Soph. 3,Zeph 3,zephaniah,3,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/zephaniah/chapters/3.json
1649-alard-hiobitische-truebsaell-als,Am. 6,Amos 6,amos,6,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/amos/chapters/6.json
1649-alard-hiobitische-truebsaell-als,Jer. 8,Jer 8,jeremiah,8,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/jeremiah/chapters/8.json
1649-alard-hiobitische-truebsaell-als,Jer 8,Jer 8,jeremiah,8,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/jeremiah/chapters/8.json
1649-alard-hiobitische-truebsaell-als,Jerem. 23,Jer 23,jeremiah,23,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/jeremiah/chapters/23.json
1649-alard-hiobitische-truebsaell-als,Lev. 24,Leviticus 24,leviticus,24,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/leviticus/chapters/24.json
1649-alard-hiobitische-truebsaell-als,Lev. 26,Leviticus 26,leviticus,26,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/leviticus/chapters/26.json
1649-alard-hiobitische-truebsaell-als,Sir. 2,Sir 2,ecclesiasticus,2,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/ecclesiasticus/chapters/2.json
1649-alard-hiobitische-truebsaell-als,Sir.2,Sir 2,ecclesiasticus,2,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/ecclesiasticus/chapters/2.json
1649-alard-hiobitische-truebsaell-als,Nah. 1,Nah 1,nahum,1,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/nahum/chapters/1.json
1649-alard-hiobitische-truebsaell-als,Jer. 50,Jer 50,jeremiah,50,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/jeremiah/chapters/50.json
1649-alard-hiobitische-truebsaell-als,Jer. 18,Jer 18,jeremiah,18,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/jeremiah/chapters/18.json
1649-alard-hiobitische-truebsaell-als,Deut. 13,Deuteronomy 13,deuteronomy,13,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/deuteronomy/chapters/13.json
1649-alard-hiobitische-truebsaell-als,Jud. 18,Jude 18,jude,18,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/jude/chapters/18.json
1649-alard-hiobitische-truebsaell-als,Zach. 2,Zech 2,zechariah,2,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/zechariah/chapters/2.json
1649-alard-hiobitische-truebsaell-als,Jerem. 15,Jer 15,jeremiah,15,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/jeremiah/chapters/15.json
1649-alard-hiobitische-truebsaell-als,Jer.55,Jer 55,jeremiah,55,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/jeremiah/chapters/55.json
1649-alard-hiobitische-truebsaell-als,Gen.22,Genesis 22,genesis,22,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/genesis/chapters/22.json
1649-alard-hiobitische-truebsaell-als,Gen. 22,Genesis 22,genesis,22,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/genesis/chapters/22.json
1649-alard-hiobitische-truebsaell-als,Jud. 16,Jude 16,jude,16,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/jude/chapters/16.json
1649-alard-hiobitische-truebsaell-als,1. Sam 23,1 Samuel 23,1samuel,23,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1samuel/chapters/23.json
1649-alard-hiobitische-truebsaell-als,1. Sam. 23,1 Samuel 23,1samuel,23,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1samuel/chapters/23.json
1649-alard-hiobitische-truebsaell-als,Judic. 7,Judges 7,judges,7,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/judges/chapters/7.json
1649-alard-hiobitische-truebsaell-als,2. Chron. 20,2 Chronicles 20,2chronicles,20,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/2chronicles/chapters/20.json
1649-alard-hiobitische-truebsaell-als,Jud. 7,Jude 7,jude,7,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/jude/chapters/7.json
1649-alard-hiobitische-truebsaell-als,2. Chr. 20,2 Chronicles 20,2chronicles,20,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/2chronicles/chapters/20.json
1649-alard-hiobitische-truebsaell-als,Matth. 10,Matt 10,matthew,10,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/matthew/chapters/10.json
1649-alard-hiobitische-truebsaell-als,Esa. 10,Isa 10,isaiah,10,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/isaiah/chapters/10.json
1649-alard-hiobitische-truebsaell-als,Joh. 38,John 38,john,38,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/john/chapters/38.json
1649-alard-hiobitische-truebsaell-als,Esai. 33,Isa 33,isaiah,33,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/isaiah/chapters/33.json
1649-alard-hiobitische-truebsaell-als,Thren 4,Lam 4,lamentations,4,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/lamentations/chapters/4.json
1649-alard-hiobitische-truebsaell-als,Jer. 25,Jer 25,jeremiah,25,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/jeremiah/chapters/25.json
1649-alard-hiobitische-truebsaell-als,Esai. 26,Isa 26,isaiah,26,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/isaiah/chapters/26.json
1649-alard-hiobitische-truebsaell-als,Esai 56,Isa 56,isaiah,56,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/isaiah/chapters/56.json
1649-alard-hiobitische-truebsaell-als,2. Reg. 2,2 Kings 2,2kings,2,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/2kings/chapters/2.json
1649-alard-hiobitische-truebsaell-als,2. Reg. 12,2 Kings 12,2kings,12,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/2kings/chapters/12.json
1649-alard-hiobitische-truebsaell-als,Jer. 3,Jer 3,jeremiah,3,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/jeremiah/chapters/3.json
1649-alard-hiobitische-truebsaell-als,Jer 3,Jer 3,jeremiah,3,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/jeremiah/chapters/3.json
1649-alard-hiobitische-truebsaell-als,Jer. 31,Jer 31,jeremiah,31,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/jeremiah/chapters/31.json
1649-alard-hiobitische-truebsaell-als,im 91. Psalm,Ps 91,psalms,91,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/91.json
1649-alard-hiobitische-truebsaell-als,Psalm. 9,Ps 9,psalms,9,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/9.json
1649-alard-hiobitische-truebsaell-als,Gen 3,Genesis 3,genesis,3,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/genesis/chapters/3.json
1649-alard-hiobitische-truebsaell-als,Luc.10,Luke 10,luke,10,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/luke/chapters/10.json
1649-alard-hiobitische-truebsaell-als,Eph. 6,Eph 6,ephesians,6,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/ephesians/chapters/6.json
1649-alard-hiobitische-truebsaell-als,Matth. 26,Matt 26,matthew,26,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/matthew/chapters/26.json
1649-alard-hiobitische-truebsaell-als,Luc. 10,Luke 10,luke,10,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/luke/chapters/10.json
1649-alard-hiobitische-truebsaell-als,Phil. 3,Phil 3,philippians,3,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/philippians/chapters/3.json
1649-alard-hiobitische-truebsaell-als,Joh 8,John 8,john,8,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/john/chapters/8.json
1649-alard-hiobitische-truebsaell-als,Joh. 8,John 8,john,8,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/john/chapters/8.json
1649-alard-hiobitische-truebsaell-als,Matth. 14,Matt 14,matthew,14,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/matthew/chapters/14.json
1649-alard-hiobitische-truebsaell-als,Rom. 1,Rom 1,romans,1,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/romans/chapters/1.json
1649-alard-hiobitische-truebsaell-als,1. Timoth. 3,1 Tim 3,1timothy,3,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1timothy/chapters/3.json
1649-alard-hiobitische-truebsaell-als,Tit. 1. v. 7,Titus 1:7,titus,1,7,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/titus/chapters/1/verses/7.json
1649-alard-hiobitische-truebsaell-als,Prov 26,Prov 26,proverbs,26,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/proverbs/chapters/26.json
1649-alard-hiobitische-truebsaell-als,Prov 30,Prov 30,proverbs,30,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/proverbs/chapters/30.json
1649-alard-hiobitische-truebsaell-als,Prov. 14,Prov 14,proverbs,14,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/proverbs/chapters/14.json
1649-alard-hiobitische-truebsaell-als,Prov. 26,Prov 26,proverbs,26,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/proverbs/chapters/26.json
1649-alard-hiobitische-truebsaell-als,Sir. 51,Sir 51,ecclesiasticus,51,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/ecclesiasticus/chapters/51.json
1649-alard-hiobitische-truebsaell-als,Jac. 3,Jas 3,james,3,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/james/chapters/3.json
1649-alard-hiobitische-truebsaell-als,Psal. 119,Ps 119,psalms,119,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/119.json
1649-alard-hiobitische-truebsaell-als,1. Sam. 22,1 Samuel 22,1samuel,22,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1samuel/chapters/22.json
1649-alard-hiobitische-truebsaell-als,1. Reg. 21,1 Kings 21,1kings,21,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1kings/chapters/21.json
1649-alard-hiobitische-truebsaell-als,Könige 2,1 Kings 2,1kings,2,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1kings/chapters/2.json
1649-alard-hiobitische-truebsaell-als,Sam. 14,1 Samuel 14,1samuel,14,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1samuel/chapters/14.json
1649-alard-hiobitische-truebsaell-als,Job. 1,Job 1,job,1,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/job/chapters/1.json
1649-alard-hiobitische-truebsaell-als,2. Sam. 16,2 Samuel 16,2samuel,16,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/2samuel/chapters/16.json
1649-alard-hiobitische-truebsaell-als,Gen. 36,Genesis 36,genesis,36,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/genesis/chapters/36.json
1649-alard-hiobitische-truebsaell-als,Reg. 18,1 Kings 18,1kings,18,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1kings/chapters/18.json
1649-alard-hiobitische-truebsaell-als,Matth. 23,Matt 23,matthew,23,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/matthew/chapters/23.json
1649-alard-hiobitische-truebsaell-als,Matth. 2,Matt 2,matthew,2,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/matthew/chapters/2.json
1649-alard-hiobitische-truebsaell-als,Gen.9,Genesis 9,genesis,9,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/genesis/chapters/9.json
1649-alard-hiobitische-truebsaell-als,Jer. 26,Jer 26,jeremiah,26,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/jeremiah/chapters/26.json
1649-alard-hiobitische-truebsaell-als,Luc. 6,Luke 6,luke,6,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/luke/chapters/6.json
1649-alard-hiobitische-truebsaell-als,Gal. 6,Gal 6,galatians,6,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/galatians/chapters/6.json
1649-alard-hiobitische-truebsaell-als,1. Sam 25,1 Samuel 25,1samuel,25,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1samuel/chapters/25.json
1649-alard-hiobitische-truebsaell-als,Gen. 21,Genesis 21,genesis,21,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/genesis/chapters/21.json
1649-alard-hiobitische-truebsaell-als,Gen. 37,Genesis 37,genesis,37,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/genesis/chapters/37.json
1649-alard-hiobitische-truebsaell-als,Exod. 2,Exodus 2,exodus,2,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/exodus/chapters/2.json
1649-alard-hiobitische-truebsaell-als,2. Sam. 25,2 Samuel 25,2samuel,25,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/2samuel/chapters/25.json
1649-alard-hiobitische-truebsaell-als,Matth. 15,Matt 15,matthew,15,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/matthew/chapters/15.json
1649-alard-hiobitische-truebsaell-als,Sirach. 28,Sir 28,ecclesiasticus,28,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/ecclesiasticus/chapters/28.json
1649-alard-hiobitische-truebsaell-als,Rom. 3,Rom 3,romans,3,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/romans/chapters/3.json
1649-alard-hiobitische-truebsaell-als,Num. 12,Numbers 12,numbers,12,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/numbers/chapters/12.json
1649-alard-hiobitische-truebsaell-als,1. Sam. 10,1 Samuel 10,1samuel,10,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1samuel/chapters/10.json
1649-alard-hiobitische-truebsaell-als,2. Sam. 15,2 Samuel 15,2samuel,15,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/2samuel/chapters/15.json
1649-alard-hiobitische-truebsaell-als,2. Sam. 14,2 Samuel 14,2samuel,14,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/2samuel/chapters/14.json
1649-alard-hiobitische-truebsaell-als,1. Reg. 12,1 Kings 12,1kings,12,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1kings/chapters/12.json
1649-alard-hiobitische-truebsaell-als,Prov. 9,Prov 9,proverbs,9,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/proverbs/chapters/9.json
1649-alard-hiobitische-truebsaell-als,Proverb. 9,Prov 9,proverbs,9,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/proverbs/chapters/9.json
1649-alard-hiobitische-truebsaell-als,Jer. 20,Jer 20,jeremiah,20,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/jeremiah/chapters/20.json
1649-alard-hiobitische-truebsaell-als,Ez.2,Ezek 2,ezekiel,2,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/ezekiel/chapters/2.json
1649-alard-hiobitische-truebsaell-als,Ezech. 2,Ezek 2,ezekiel,2,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/ezekiel/chapters/2.json
1649-alard-hiobitische-truebsaell-als,2. Reg. 17,2 Kings 17,2kings,17,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/2kings/chapters/17.json
1649-alard-hiobitische-truebsaell-als,Act. 2,Acts 2,acts,2,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/acts/chapters/2.json
1649-alard-hiobitische-truebsaell-als,Act. 17,Acts 17,acts,17,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/acts/chapters/17.json
1649-alard-hiobitische-truebsaell-als,Act.17,Acts 17,acts,17,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/acts/chapters/17.json
1649-alard-hiobitische-truebsaell-als,Gen. 19,Genesis 19,genesis,19,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/genesis/chapters/19.json
1649-alard-hiobitische-truebsaell-als,2. Petr. 2,2 Pet 2,2peter,2,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/2peter/chapters/2.json
1649-alard-hiobitische-truebsaell-als,Rom. 1. v. 32,Rom 1:32,romans,1,32,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/romans/chapters/1/verses/32.json
1649-alard-hiobitische-truebsaell-als,Reg.2,1 Kings 2,1kings,2,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1kings/chapters/2.json
1649-alard-hiobitische-truebsaell-als,Matth. 13,Matt 13,matthew,13,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/matthew/chapters/13.json
1649-alard-hiobitische-truebsaell-als,Matt. 13,Matt 13,matthew,13,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/matthew/chapters/13.json
1649-alard-hiobitische-truebsaell-als,Sirach 6,Sir 6,ecclesiasticus,6,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/ecclesiasticus/chapters/6.json
1649-alard-hiobitische-truebsaell-als,Sir. 6,Sir 6,ecclesiasticus,6,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/ecclesiasticus/chapters/6.json
1649-alard-hiobitische-truebsaell-als,Matth.27,Matt 27,matthew,27,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/matthew/chapters/27.json
1649-alard-hiobitische-truebsaell-als,Matth 27,Matt 27,matthew,27,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/matthew/chapters/27.json
1649-alard-hiobitische-truebsaell-als,Prov. 12,Prov 12,proverbs,12,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/proverbs/chapters/12.json
1649-alard-hiobitische-truebsaell-als,Psal. 58,Ps 58,psalms,58,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/58.json
1649-alard-hiobitische-truebsaell-als,Prov. 5,Prov 5,proverbs,5,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/proverbs/chapters/5.json
1649-alard-hiobitische-truebsaell-als,Proverb. 8,Prov 8,proverbs,8,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/proverbs/chapters/8.json
1649-alard-hiobitische-truebsaell-als,Psal. 3,Ps 3,psalms,3,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/3.json
1649-alard-hiobitische-truebsaell-als,Gen 39,Genesis 39,genesis,39,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/genesis/chapters/39.json
1649-alard-hiobitische-truebsaell-als,Gen. 39,Genesis 39,genesis,39,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/genesis/chapters/39.json
1649-alard-hiobitische-truebsaell-als,Dan. 6,Dan 6,daniel,6,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/daniel/chapters/6.json
1649-alard-hiobitische-truebsaell-als,Dan 6,Dan 6,daniel,6,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/daniel/chapters/6.json
1649-alard-hiobitische-truebsaell-als,Matth. 24,Matt 24,matthew,24,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/matthew/chapters/24.json
1649-alard-hiobitische-truebsaell-als,1. Cor. 4,1 Cor 4,1corinthians,4,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1corinthians/chapters/4.json
1649-alard-hiobitische-truebsaell-als,1.Cor. 4,1 Cor 4,1corinthians,4,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1corinthians/chapters/4.json
1649-alard-hiobitische-truebsaell-als,Sir.25,Sir 25,ecclesiasticus,25,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/ecclesiasticus/chapters/25.json
1649-alard-hiobitische-truebsaell-als,Sir. 21,Sir 21,ecclesiasticus,21,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/ecclesiasticus/chapters/21.json
1649-alard-hiobitische-truebsaell-als,Prov. 17,Prov 17,proverbs,17,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/proverbs/chapters/17.json
1649-alard-hiobitische-truebsaell-als,Sir. 5,Sir 5,ecclesiasticus,5,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/ecclesiasticus/chapters/5.json
1649-alard-hiobitische-truebsaell-als,Luc.6,Luke 6,luke,6,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/luke/chapters/6.json
1649-alard-hiobitische-truebsaell-als,Jer 9,Jer 9,jeremiah,9,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/jeremiah/chapters/9.json
1649-alard-hiobitische-truebsaell-als,Sir. 19,Sir 19,ecclesiasticus,19,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/ecclesiasticus/chapters/19.json
1649-alard-hiobitische-truebsaell-als,Sir. 17,Sir 17,ecclesiasticus,17,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/ecclesiasticus/chapters/17.json
1649-alard-hiobitische-truebsaell-als,Sir. 20,Sir 20,ecclesiasticus,20,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/ecclesiasticus/chapters/20.json
1649-alard-hiobitische-truebsaell-als,Proverb. 10,Prov 10,proverbs,10,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/proverbs/chapters/10.json
1649-alard-hiobitische-truebsaell-als,Prov.1,Prov 1,proverbs,1,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/proverbs/chapters/1.json
1649-alard-hiobitische-truebsaell-als,Matt. 15,Matt 15,matthew,15,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/matthew/chapters/15.json
1649-alard-hiobitische-truebsaell-als,2. Cor. 6,2 Cor 6,2corinthians,6,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/2corinthians/chapters/6.json
1649-alard-hiobitische-truebsaell-als,1. Cor. 6,1 Cor 6,1corinthians,6,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1corinthians/chapters/6.json
1649-alard-hiobitische-truebsaell-als,im 4. Psalm,Ps 4,psalms,4,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/4.json
1649-alard-hiobitische-truebsaell-als,psalm. 4,Ps 4,psalms,4,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/4.json
1649-alard-hiobitische-truebsaell-als,Sir. 43,Sir 43,ecclesiasticus,43,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/ecclesiasticus/chapters/43.json
1649-alard-hiobitische-truebsaell-als,Esai. 29,Isa 29,isaiah,29,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/isaiah/chapters/29.json
1649-alard-hiobitische-truebsaell-als,Matth. 8,Matt 8,matthew,8,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/matthew/chapters/8.json
1649-alard-hiobitische-truebsaell-als,1. Sam. 2,1 Samuel 2,1samuel,2,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1samuel/chapters/2.json
1649-alard-hiobitische-truebsaell-als,Ez.9,Ezek 9,ezekiel,9,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/ezekiel/chapters/9.json
1649-alard-hiobitische-truebsaell-als,der 91. Psalm,Ps 91,psalms,91,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/91.json
1649-alard-hiobitische-truebsaell-als,im 91. Psal,Ps 91,psalms,91,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/psalms/chapters/91.json
1649-alard-hiobitische-truebsaell-als,Ezech. 9,Ezek 9,ezekiel,9,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/ezekiel/chapters/9.json
1649-alard-hiobitische-truebsaell-als,Jud. 8,Jude 8,jude,8,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/jude/chapters/8.json
1649-alard-hiobitische-truebsaell-als,1. Cor. 10,1 Cor 10,1corinthians,10,,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/1corinthians/chapters/10.json
1649-alard-hiobitische-truebsaell-als,Deut. 28. v. 27,Deuteronomy 28:27,deuteronomy,28,27,https://cdn.jsdelivr.net/gh/wldeh/bible-api/bibles/en-kjv/books/deuteronomy/chapters/28/verses/27.json
